nomor_pendaftaran,no_prestasi,jenis_prestasi,jenjang_prestasi,individu_berkelompok,lembaga_pemberi_prestasi,tahun,nilai_prestasi,deskripsi,file_sertifikat
426550225,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA Negeri 3 Sinabang,2025,30,pengurus osis pada tahun 2024/2025,426550225_1
426550225,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Kwartir Cabang gerakan Pramuka Simeulue,2024,30,Peserta kemah Bakti Pramuka Se Kwartir,426550225_2
426550371,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMA NEGERI 4 SIMEULUE BARAT,2025,35,JUARA 2,426550371_1
426551305,1,Olimpiade Kimia,Kabupaten/Kota,Individu,kementrian agama Republik Indonesia,2025,35,juara 1 olimpiade madrasah Indonesia (OMI),426551305_1
426551537,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Kepala Cabang Dinas Pendidikan Kepada Wilayah Kabupaten Aceh Barat Daya,2024,35,Juara 3,426551537_1
426555889,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Polres Aceh Barat Daya,2024,30,Peserta,426555889_1
426556347,1,Seni Suara/Musik,Kabupaten/Kota,Individu,Putra Puteri Tebing Tinggi,2023,30,Memenang Kan Ajang Pemilihan Putra Putri Tebing Tinggi,426556347_1
426556347,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMK Negeri 4 Tebing Tinggi,2025,30,Wakil Ketua Osis Masa Bakti 2024/2025,426556347_2
426556566,1,Olimpiade Matematika,Kabupaten/Kota,Individu,SMA Negeri 1 Bubon,2025,35,juara 2 Tingkat SMA Negeri 1 Bubon,426556566_1
426560055,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Polres Aceh Barat Daya,2024,30,Peserta,426560055_1
426561057,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMAN 1 TEUPAH TENGAH,2024,20,ketua bidang dokumentasi,426561057_1
426561925,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,PUSPRESNAS melalui Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Tengah,2024,35,Juara 3 Cabang olahraga Pencak Silat Putri pada Olimpiade Olahraga Siswa Nasional (O2SN) jenjang SMA Tingkat Kabupaten Aceh Tengah tahun 2024 yang diadakan oleh PUSPRESNAS melalui Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Tengah,426561925_1
426562175,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,SMA Negeri 1 Woyla,2024,20,Sebagai Peserta Kemah,426562175_1
426562175,2,Olimpiade Komputer,Kabupaten/Kota,Individu,SMA Negeri 1 Woyla,2024,35,Bidang Informatika,426562175_2
426563841,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Kejaksaan Kota Subulussalam,2025,25,Duta Sadar Hukum,426563841_1
426564049,1,Olahraga,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wil. Kabupaten Nagan Raya,2025,30,Juara 3,426564049_1
426564355,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,SMK Swasta Muhamamdiyah Singkil,2025,35,Juara kedua prestasi di bidang akademik PAS seluruh kelas XII Jurusan DKV SMK Swasta Muhamamdiyah Singkil,426564355_1
426569687,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Aceh barat,2023,25,Sebagai duta pelajar sadar hukum,426569687_1
426569687,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kantor camat kaway XVI,2024,20,Anggota pasukan pengibaran bendera pusaka,426569687_2
426569687,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Aceh Barat,2025,20,Paskibraka,426569687_3
426570769,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,KESBANGPOL,2024,20,pasukan pengibar bendera pusaka kabupaten Aceh Barat pada tahun 2024,426570769_1
426571007,1,Drama/Sastra,Kabupaten/Kota,Individu,KEPALA CABANG DINAS PENDIDIKAN WILAYAH KABUPATEN ACEH SELATAN,2025,30,FLS3N(cabang lomba menulis cerita pendek),426571007_1
426571249,1,Penelitian,Nasional,Berkelompok,Indonesian Young Scientist Association (IYSA) bekerjasama dengan Institut Teknologi Sepuluh Nopember (ITS),2024,30,Juara 2 (Medali Perak) National Applied Science Project Olympiad Bidang Waste Treatment Tingkat Nasional Tahun 2024,426571249_1
426571249,2,Olimpiade (Lainnya),Nasional,Individu,Sigma Sains Nasional,2023,45,Peserta Olimpiade Sains Sigma Nasiona 2.0 Tingkat Nasional Tahun 2023,426571249_2
426571249,3,Penelitian,Propinsi,Berkelompok,PT Capella Dinamika Nusantara Aceh,2024,25,Peserta AHM Best Student Tingkat Provinsi Aceh Tahun 2024,426571249_3
426571364,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,MAS PPM AR-RASYID,2025,30,LATIHAN KEPEMIMPINAN DEWAN PELAJAR AR-RASYID,426571364_1
426571364,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,DIRECTOR OF DOKTER SPEAKING,2025,35,TOEFL BAHASA INGGRIS,426571364_2
426571364,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,MAS PPM AR-RASYID,2025,30,SANTRI KHIDMAT DEPARTEMEN PENDIDIKAN DAN BAHASA,426571364_3
426571503,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Pasukan Pengibaran Bendera Pusaka Kabupaten Aceh Barat Daya,2024,20,"Pada tahun 2024 saya Muhammad Ikhsan mengikuti seleksi paskibraka tingkat kabupaten. Peserta yang ikut seleksi sebanyak 200 lebih yang terpilih hanya 70 peserta, alhamdulillah saya terpilih dari 70 peserta tersebut untuk mengikuti pasukan pengibaran bendera pusaka tingkat kabupaten Aceh Barat Daya pada 17 Agustus 2024.",426571503_1
426571731,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 1 LABUHANHAJI BARAT,2025,30,ANGGOTA OSIS PERIODE 2024/2025,426571731_1
426571731,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 1 LABUHANHAJI BARAT,2025,30,ANGGOTA PRAMUKA PERIODE 2024/2025,426571731_2
426571731,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 1 LABUHANHAJI BARAT,2025,30,ANGGOTA PMR PERIODE 2024/2025,426571731_3
426571741,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA negeri 1 labuhan haji barat,2025,30,Anggota Pramuka periode 2025/2025,426571741_1
426571741,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA NEGERI 1 LABUHAN HAJI BARAT,2025,30,ANGGOTA PMR PERIODE 2024/2025,426571741_2
426571741,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA NEGERI 1 LABUHAN HAJI BARAT,2025,30,ANGGOTA OSIS PERIODE 2024/2025,426571741_3
426571742,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA NEGERI 1 LABUHAN HAJI BARAT,2025,30,Anggota pramuka periode 2024/2025,426571742_1
426571742,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA NEGERI 1 LABUHAN HAJI BARAT,2025,30,ANGGOTA PMR PERIODE 2024/2025,426571742_2
426571742,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA NEGERI 1 LABUHAN HAJI BARAT,2024,30,ANGGOTA OSIS PERIODE 2023/2024,426571742_3
426571750,1,Olimpiade Ilmu Kebumian,Kabupaten/Kota,Individu,"Balai Pengembangan Talenta Indonesia ( BPTI), kementrian pendidikan dasar dan menengah",2025,35,"Berhasil meraih juara 9 dari 85 peserta dalam Olimpiade Sains Nasional (OSN) bidang kebumian di tingkat kabupaten/kita di kabupaten Aceh Barat daya yang di selenggarakan oleh Balai Pengembangan Talenta Indonesia(BPTI), kementrian pendidikan dasar dan menengah",426571750_1
426572133,1,Olimpiade Fisika,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2024,35,Sebagai peserta KSN Bidang Fisika Tingkat Kabupaten Tahun 2024,426572133_1
426572133,2,Olimpiade Fisika,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2025,35,Sebagai peserta KSN Bidang Fisika Tingkat Kabupaten Tahun 2025,426572133_2
426573025,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 1 LABUHAN HAJI BARAT,2025,30,ANGGOTA OSIS,426573025_1
426573025,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 1 LABUHAN HAJI BARAT,2025,30,ANGGOTA PMR,426573025_2
426573025,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN 1 LABUHAN HAJI BARAT,2025,30,ANGGOTA PRAMUKA,426573025_3
426574434,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kwartir Cabang Aceh Barat,2025,20,lomba jurnalistik gerakan pramuka,426574434_1
426579600,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,RIMA DIESEL,2026,35,PRAKTEK KERJA LAPANGAN,426579600_1
426580856,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Direktur Jendral Pendidikan Islam Kementerian Agama Republik Indonesia,2025,35,Juara II Olimpiade Ekonomi MA/SMA Tingkat Kabupaten/Kota,426580856_1
426580856,2,Olimpiade Ekonomi,Propinsi,Individu,POSI,2024,40,Peraih Medali Bidang Ekonomi Perunggu Islamic Science Competition (ISC) 2024,426580856_2
426582048,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,DAYAH INTI DARUL AITAMI,2023,30,HAFALAN AL-QUR&#39;AN SEBANYAK 5 JUZ,426582048_1
426582469,1,Olimpiade (Lainnya),Nasional,Individu,Bebras Indonesia,2025,45,Peserta Ketegori Penegak Pada Bebras Indonesia Tahun 2025,426582469_1
426583018,1,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Individu,Bebras Indonesia,2025,35,Bebras Indonesia,426583018_1
426586905,1,Drama/Sastra,Kabupaten/Kota,Berkelompok,Komunitas Guru Penggerak Kabupaten Aceh Tenggara,2024,20,Juara I Festival Kreativitas siswa (FKS) Bidang Drama Group Putri Tingkat Kabupaten Aceh Tenggara,426586905_1
426586991,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Camat Pantan Cuaca,2024,20,Terpilih 2 dari 90 Siswa yang Menjadi Pasukan Pengibaran Bendera Tingkat Kecamatan,426586991_1
426586991,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,KUA Kecamatan Pantan Cuaca,2025,30,Juara 1 dari 8 orang Lomba Cerpen atau Puisi,426586991_2
426586991,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Gayo lues,2024,30,Juara 3 dari 11 Orang Siswa Mendaftar Lomba Pidato,426586991_3
426587041,1,Olimpiade (Lainnya),Kabupaten/Kota,Individu,MTsN 3 ACEH BARAT DAYA,2022,35,PESERTA TERBAIK MENGHAFAL AL-QUR&#39;AN,426587041_1
426587041,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,MAN ACEH BARAT DAYA,2023,35,PESERTA LOMBA SYARHIL QUR&#39;AN PUTRI TK. SMP/MTS SE KABUPATEN ACEH BARAT DAYA,426587041_2
426587041,3,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,POLRES ACEH BARAT DAYA,2024,25,LOMBA DUTA PELAJAR KAMTIBMAS TK. KAB. ACEH BARAT DAYA,426587041_3
426587524,1,Olimpiade Biologi,Nasional,Individu,University ID Education,2026,45,Medali Emas Bidang Biologi Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education,426587524_1
426587524,2,Olimpiade Kimia,Nasional,Individu,University ID Education,2026,45,Medali Emas Bidang Kimia Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education,426587524_2
426587524,3,Olimpiade Kimia,Kabupaten/Kota,Individu,Kementerian Agama Provinsi Aceh,2025,35,Medali Emas Bidang Kimia Olimpiade Sains Madrasah Aceh Tahun 2025 yang diselenggarakan oleh Kementerian Agama Provinsi Aceh,426587524_3
426587940,1,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Berkelompok,Kwartir Cabang (Kwarcab) Gerakan Pramuka Bener Meriah,2024,25,Peserta LP3 putri se-sumatra,426587940_1
426587940,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Kwartir Cabang (kwarcab) Gerakan Pramuka Aceh Barat,2025,20,Peserta kemah kebangsaan III Aceh Barat,426587940_2
426589170,1,Olimpiade Matematika,Kabupaten/Kota,Individu,Kementerian Agama Provinsi Aceh,2025,35,Medali Emas Olimpiade Sains Madrasah Aceh Bidang Matematika yang diselenggarakan oleh Kementerian Agama Provinsi Aceh Tahun 2025,426589170_1
426589170,2,Olimpiade Ekonomi,Nasional,Individu,University ID Education,2026,45,Medali Emas Kompetisi Festival Olimpiade Bidang Ekonomi yang diselenggarakan oleh University ID Education Tahun 2026,426589170_2
426589170,3,Olimpiade Ekonomi,Nasional,Individu,Pendidikan Generasi Berprestasi,2025,45,Medali Emas Olimpiade Sains Aceh Bidang Ekonomi yang diselenggarakan oleh Pendidikan Generasi Berprestasi Tahun 2025,426589170_3
426590860,1,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Kementerian Agama Republik Indonesia,2025,35,Peserta Kompetisi Sains Madrasah (KSM ) Tahun 2025 Mata Pelajaran Ekonomi Terintegrasi Tingkat Kabupaten yang diselenggarakan oleh Kementerian Agama,426590860_1
426593268,1,Olimpiade (Lainnya),Nasional,Individu,pusat kejuaraan sains nasional yayasan berlian hati mulia,2023,45,predikat A,426593268_1
426596098,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,Pemerintah kabupaten Aceh Jaya,2024,20,"Paskibraka kabupaten Aceh Jaya, tahun 2024",426596098_1
426600985,1,Olimpiade Biologi,Nasional,Individu,LKP ASTIKOM &amp; DEEHATI GLOBAL LOOP,2025,45,Juara 1 Lomba,426600985_1
426602296,1,Olimpiade Kimia,Propinsi,Individu,pakmanaff,2026,40,Peraih medali emas pada olimpiade bidang kimia,426602296_1
426602296,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMAN UNGGUL HARAPAN PERSADA,2025,30,Bendahara umum OSIS,426602296_2
426607763,1,Drama/Sastra,Kabupaten/Kota,Berkelompok,CABANG DINAS WILAYAH KABUPATEN ACEH SELATAN,2024,20,JUARA 3 CABANG CIPTA FILM,426607763_1
426607763,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,DAYAH BABUL &#39;ULUM,2022,35,JUARA III MUSABAQAH AD DA&#39;WAH,426607763_2
426607763,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,SMA NEGERI 1 MEUKEK,2025,30,WAKIL KETUA OSIS PERIODE 2024-2025,426607763_3
426611287,1,Olahraga,Kabupaten/Kota,Individu,Cabang dinas pendidikan wilayah kabupaten Aceh barat,2025,30,juara 3 (dari 10 peserta) lomba permainan tenis meja,426611287_1
426619203,1,Olimpiade Matematika,Propinsi,Individu,Pakmanaff.my.id,2026,40,Meraih predikat Finalis pada cabang lomba Kompetisi Sains Terintegrasi Bidang Matematika,426619203_1
426619203,2,Olimpiade Fisika,Propinsi,Individu,pakmanaff.my.id,2026,40,Meraih predikat Finalis pada cabang lomba Kompetisi Sains Terintegrasi Bidang Fisika,426619203_2
426632238,1,Olimpiade (Lainnya),Nasional,Individu,"Kepala Badan Standar, Kurikulum, dan Asesmen Pendidikan",2025,45,Peserta TKA 2025,426632238_1
426634240,1,Drama/Sastra,Propinsi,Individu,KEPALA DINAS PENDIDIKAN ACEH,2025,35,PESERTA FLS3N AJANG TALENTA SENI (ATENSI) JENJANG SMA/SMK/MA TINGKAT PROVINSI ACEH TAHUN 2025 CABANG MENULIS CERITA PENDEK,426634240_1
426634240,2,Drama/Sastra,Kabupaten/Kota,Individu,CABANG DINAS PENDIDIKAN WILAYAH KABUPATEN ACEH JAYA,2025,30,JUARA 1 FLS3N LOMBA CABANG MENULIS CERITA PENDEK,426634240_2
426634985,1,Pramuka/Organisasi Ekstrakurikuler,Propinsi,Individu,Badan Kesatuan Bangsa dan Politik Aceh,2024,35,Anggota Paskibraka Tingkat Provinsi Aceh Tahun 2024,426634985_1
426634985,2,Drama/Sastra,Kabupaten/Kota,Individu,Cabang Dinas Wilayah Kabupaten Aceh Barat,2025,30,Juara 2 (dari 6 peserta) Lomba Menulis Cerpen,426634985_2
426634985,3,Pramuka/Organisasi Ekstrakurikuler,Nasional,Individu,Badan Pembinaan Ideologi Pancasila Republik Indonesia,2025,40,Lulus Pendidikan dan Pelatihan Pembinaan Ideologi Pancasila bagi Purna Paskibraka Tahun 2025,426634985_3
426635194,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Madrasa Aliyah Dayah Ruhul Islam Anak Bangsa,2026,30,Telah menyelesaikan hafalan Alquran 11 juz dalam program Tahfidz quran di Madrasah Aliyah Dayah Ruhul Islam Anak Bangsa,426635194_1
426635194,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,Lingkar Inspirasi Bangsa,2024,30,Duta siswa Kabupaten Aceh Barat yang diselenggarakan oleh Lingkar Inspirasi Bangsa,426635194_2
426635194,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,"Pemerintah kab.Aceh Besar, Kec.Darul Imarah",2025,20,Anggota paskibraka Pada peringatan HUT- RI ke 80 di kecamatan Darul Imarah,426635194_3
426635412,1,Olimpiade Biologi,Nasional,Individu,Prestasi Indonesia Gemilang (PRESTIGE),2026,45,Peraih medali emas bidang biologi tingkat nasional yang diselenggarakan oleh Prestige tahun 2026,426635412_1
426635412,2,Olimpiade Biologi,Nasional,Individu,Pusat Kejuaraan Pelajar Nusantara (PUSKANTARA),2025,45,Peraih medali emas bidang biologi yang diselenggarakan oleh Puskantara tahun 2025,426635412_2
426635412,3,Olimpiade Biologi,Nasional,Individu,Prestasi Cemerlang Indonesia Gemilang (PRESTIGE),2025,45,Peraih medali emas bidang kimia yang diselenggarakan oleh prestige oleh prestige tahun 2025,426635412_3
426638966,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Pusat Prestasi Nasional (PUSPRESNAS),2024,35,"Finalis Olimpiade Sains Nasional (OSN) Tingkat kabupaten Bidang Biologi, Tahun 202",426638966_1
426638966,2,Olimpiade Kimia,Kabupaten/Kota,Individu,Pusat Prestasi Nasional (PUSPRESNAS),2025,35,"Finalis Olimpiade Sains Nasional (OSN) Tingkat kabupaten/Kota Bidang Kimia, Tahun 2025",426638966_2
426638966,3,Olimpiade (Lainnya),Kabupaten/Kota,Individu,Lembaga Pengembangan Tilawatil Qur&#39;an (LPTQ) Kabupaten,2024,35,Juara 3 lomba MTQ (Tilawah Tahfiz 5 juz),426638966_3
426644158,1,Olimpiade Ekonomi,Nasional,Individu,University ID Education,2026,45,Medali Emas Olimpiade Ekonomi dalam ajang Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education,426644158_1
426644158,2,Olimpiade Matematika,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Emas Olimpiade Matematika dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025,426644158_2
426644158,3,Olimpiade Ekonomi,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Emas Olimpiade Ekonomi dalam Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025,426644158_3
426645945,1,Olimpiade (Lainnya),Nasional,Individu,University ID Education,2026,45,Medali Emas Olimpiade PPKN dalam ajang Kompetisi Festival Olimpiade yang diselenggarakan oleh University ID Education Tahun 2026,426645945_1
426645945,2,Drama/Sastra,Kabupaten/Kota,Individu,STIT Hamzah Fansyuri Kota Subulussalam,2023,30,Juara 1 Lomba Debat Bahasa Indonesia STIT Hamzah Fansyuri Kota Subulussalam Tahun 2023,426645945_2
426648083,1,Olimpiade Biologi,Nasional,Individu,University ID Education,2026,45,Medali Emas Olimpiade Biologi Tingkat Nasional Tahun 2026 dalam ajang Kompetisi Festival Olimpiade yang diselenggarakan oleh University ID Education,426648083_1
426648083,2,Olimpiade Biologi,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Emas Olimpiade Biologi Tingkat Provinsi Tahun 2025 dalam ajang Olimpiade Sains Aceh yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426648083_2
426648083,3,Olimpiade Biologi,Kabupaten/Kota,Individu,Kementerian Agama Provinsi Aceh,2025,35,Medali Emas Olimpiade Biologi Tingkat Kabupaten Tahun 2026 dalam ajang Olimpiade Sains Madrasah Aceh yang diselenggarakan oleh Kementerian Agama Provinsi Aceh,426648083_3
426648493,1,Olimpiade Matematika,Nasional,Individu,University ID Education,2026,45,Medali Emas Bidang Matematika dalam ajang Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education.,426648493_1
426648493,2,Olimpiade Matematika,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Perunggu Bidang Matematika dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426648493_2
426648493,3,Olimpiade Biologi,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Perak Bidang Biologi dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426648493_3
426650046,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Direktorat Kurikulum Sarana Kelembagaan dan Kesiswaan Direktorat Jenderal Pendidikan Islam Kementerian Agama Republik Indonesia,2025,35,Peserta Olimpiade Madrasah Indonesia (OMI) Bidang Sains,426650046_1
426650432,1,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,Fakultas Teknik Universitas Teuku Umar,2025,25,Meraih Juara Harapan I dalam ajang 3rd VESTIC 2025 yang diselenggarakan oleh Fakultas Teknik Universitas Teuku Umar. Yang digelar di meulaboh pada 14 oktober 2025.,426650432_1
426650432,2,Drama/Sastra,Kabupaten/Kota,Individu,Ikatan Alumni SMA Negeri 2 Meulaboh (IASDA).,2025,30,Juara 3 Lomba Menulis Cerpen pada acara Temu Kangen dan Pelantikan Pengurus IASDA periode 2025-2030.,426650432_2
426650571,1,Olimpiade Ekonomi,Nasional,Individu,University ID Education,2026,45,Medali Emas Bidang Ekonomi dalam ajang Kompetisi Festival Olimpiade Tingkat Nasional Tahun 2026 yang diselenggarakan oleh University ID Education.,426650571_1
426650571,2,Olimpiade Ekonomi,Propinsi,Individu,Pendidikan Generasi Berprestasi,2025,40,Medali Emas Bidang Ekonomi dalam ajang Olimpiade Sains Aceh Tingkat Provinsi Tahun 2025 yang diselenggarakan oleh Pendidikan Generasi Berprestasi,426650571_2
426650571,3,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Kementerian Agama Provinsi Aceh,2025,35,Medali Emas Bidang Ekonomi dalam ajang Olimpiade Sains Madrasah Aceh Tingkat Kabupaten Tahun 2025 yang diselenggarakan oleh Kementerian Agama Provinsi Aceh,426650571_3
426652118,1,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,KODIM,2024,30,Peserta Saka Wira Kartika,426652118_1
426652118,2,Olimpiade (Lainnya),Kabupaten/Kota,Berkelompok,TAPANULI SELATAN,2024,25,Lomba Cerdas Cermat,426652118_2
426652118,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Berkelompok,POLRES TAPSEL,2024,20,Peserta Perkemahan Saka Bhayangkara,426652118_3
426652537,1,Olimpiade Biologi,Nasional,Individu,LKP Pakar Akademi bekerja sama dengan Asosiasi Olimpiade Nusantara,2025,45,"Meraih Medali Emas pada ajang Kompetisi Siswa Nasional (KSN) bidang Biologi tingkat SMA dengan nilai A, diselenggarakan pada 12 Oktober 2025.",426652537_1
426662269,1,Olimpiade (Lainnya),Propinsi,Individu,JENIUS SAINS INDONESIA,2026,40,JUARA 1 BIDANG PKN,426662269_1
426662269,2,Olimpiade (Lainnya),Kabupaten/Kota,Individu,WALIKOTA SUBULUSSALAM,2023,35,PESERTA MTQ VIII KOTA SUBULUSSALAM,426662269_2
426662826,1,Olimpiade Biologi,Propinsi,Individu,Olimpiade sains nusantara jenius,2026,40,Juara 2,426662826_1
426662826,2,Olimpiade (Lainnya),Nasional,Individu,Olimpiade sains nusantara jenius,2026,45,Peraih mendali emas tingkat nasional,426662826_2
426666625,1,Olimpiade (Lainnya),Nasional,Individu,Olimpiade Sains Nusantara jenius,2026,45,Peraih medali emas,426666625_1
426666625,2,Olimpiade (Lainnya),Propinsi,Individu,Olimpiade Sains Nusantara jenius,2026,40,Peraih medali emas,426666625_2
426668442,1,Olimpiade Geografi,Kabupaten/Kota,Individu,OSN,2025,35,JUARA 2 OSN TINGKAT KABUPATEN MATA PELAJARAN GEOGRAFI,426668442_1
426668442,2,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,OSIS SMAN 2 RANAH BATAHAN,2025,30,Pengurus inti OSIS periode 2024/2025,426668442_2
426668442,3,Pramuka/Organisasi Ekstrakurikuler,Kabupaten/Kota,Individu,PMR SMAN 2 RANAH BATAHAN,2025,30,Pengurus inti PMR 2023-2025,426668442_3
426669540,1,Olimpiade Ekonomi,Propinsi,Individu,Dinas Pendidikan Aceh,2025,40,Finalis Olimpiade Sains Nasional Tingkat Provinsi Aceh,426669540_1
426669540,2,Olimpiade Ekonomi,Kabupaten/Kota,Individu,Dinas Pendidikan Aceh,2025,35,Juara II Olimpiade Sains Nasional Tingkat Kabupaten,426669540_2
426671916,1,Olimpiade Kimia,Kabupaten/Kota,Individu,Cabang Dinas Wilayah Kabupaten Aceh Selatan,2024,35,sebagai peserta pada KSN tingkat Kabupaten,426671916_1
426671916,2,Olimpiade Kimia,Kabupaten/Kota,Individu,sebagai peserta pada KSN tingkat Kabupaten,2025,35,sebagai peserta pada KSN tingkat Kabupaten,426671916_2
426673171,1,Olimpiade Biologi,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2024,35,sebagai peserta OSN tingkat Kabupaten,426673171_1
426673171,2,Olimpiade Biologi,Kabupaten/Kota,Individu,Cabang Dinas Pendidikan Wilayah Kabupaten Aceh Selatan,2025,35,sebagai peserta OSN tingkat Kabupaten,426673171_2
426675118,1,Olimpiade (Lainnya),Nasional,Individu,Education Expo Id,2024,45,Peraih Predikat A (Sangat baik) Bidang Sosiologi Education Expo &amp; Science Olympiad 7 yang dilaksanakan secara serentak pada 10 Agustus 2025,426675118_1
426675118,2,Olimpiade (Lainnya),Nasional,Individu,Lembaga Kompetisi Indonesia,2024,45,Peraih Mendali Emas Bidang Sosiologi SMA Dirgantara Science Social Olympiad yang diselenggarakan pada 08 September 2024,426675118_2
